workspace_timestamp,flight_number,airline_iata,airline_name,scheduled_departure_utc,estimated_departure_utc,departure_terminal,departure_gate,status,destination_iata,destination_name,codeshare_status,is_operator,aircraft_model,aircraft_reg,unique_flight_id
2025-04-19 19:33:04.715221+00:00,UA 1439,UA,United,2025-04-20 00:28:00+00:00,2025-04-20 00:28:00+00:00,E,,Unknown,EWR,Newark,IsOperator,True,Boeing 737-900,,UA-UA 1439-20250420-EWR
2025-04-19 19:33:04.715221+00:00,AA 2922,AA,American,2025-04-20 00:30:00+00:00,2025-04-20 00:30:00+00:00,,,Unknown,RNO,Reno,Unknown,False,Boeing 737-800,,AA-AA 2922-20250420-RNO
2025-04-19 19:33:04.715221+00:00,AA 6470,AA,American,2025-04-20 00:33:00+00:00,2025-04-20 00:33:00+00:00,E,,Unknown,DRO,Durango,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6470-20250420-DRO
2025-04-19 19:33:04.715221+00:00,AA 3937,AA,American,2025-04-20 00:33:00+00:00,2025-04-20 00:33:00+00:00,,,Unknown,BIL,Billings Metropolitan Area,IsOperator,True,Embraer 175,,AA-AA 3937-20250420-BIL
2025-04-19 19:33:04.715221+00:00,AA 80,AA,American,2025-04-20 00:35:00+00:00,2025-04-20 00:35:00+00:00,,,Expected,LHR,London,IsOperator,True,Boeing 777-300ER,,AA-AA 80-20250420-LHR
2025-04-19 19:33:04.715221+00:00,AA 3804,AA,American,2025-04-20 00:38:00+00:00,2025-04-20 00:38:00+00:00,,,Unknown,GJT,Grand Junction,IsOperator,True,Embraer 175,,AA-AA 3804-20250420-GJT
2025-04-19 19:33:04.715221+00:00,AA 2564,AA,American,2025-04-20 00:39:00+00:00,2025-04-20 00:39:00+00:00,,,Unknown,ABQ,The Duke City,Unknown,False,Boeing 737-800,,AA-AA 2564-20250420-ABQ
2025-04-19 19:33:04.715221+00:00,AA 2597,AA,American,2025-04-20 00:39:00+00:00,2025-04-20 00:39:00+00:00,,,Unknown,BUR,Burbank,Unknown,False,Boeing 737-800,,AA-AA 2597-20250420-BUR
2025-04-19 19:33:04.715221+00:00,AA 2298,AA,American,2025-04-20 00:39:00+00:00,2025-04-20 00:39:00+00:00,,,Unknown,PDX,Portland,Unknown,False,Airbus A320,,AA-AA 2298-20250420-PDX
2025-04-19 19:33:04.715221+00:00,AA 822,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,CAE,Columbia,Unknown,False,Airbus A319,,AA-AA 822-20250420-CAE
2025-04-19 19:33:04.715221+00:00,AA 546,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,SAT,San Antonio,IsOperator,True,Airbus A319,N161UW,AA-AA 546-20250420-SAT
2025-04-19 19:33:04.715221+00:00,AA 2102,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,PNS,Pensacola,Unknown,False,Airbus A319,,AA-AA 2102-20250420-PNS
2025-04-19 19:33:04.715221+00:00,AA 3380,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,BIS,Bismarck,Unknown,False,Embraer 175,,AA-AA 3380-20250420-BIS
2025-04-19 19:33:04.715221+00:00,AA 3037,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,RIC,Richmond,IsOperator,True,Boeing 737-800,,AA-AA 3037-20250420-RIC
2025-04-19 19:33:04.715221+00:00,AA 3491,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,LEX,Lexington,Unknown,False,Embraer 175,,AA-AA 3491-20250420-LEX
2025-04-19 19:33:04.715221+00:00,AA 6187,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,E,,Unknown,,Provo,Unknown,False,Canadair reg jet 700,,AA-AA 6187-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4266,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,LBB,Lubbock,Unknown,False,Embraer 175,,AA-AA 4266-20250420-LBB
2025-04-19 19:33:04.715221+00:00,AA 1104,AA,American,2025-04-20 00:40:00+00:00,2025-04-20 00:40:00+00:00,,,Unknown,BOI,Boise,Unknown,False,Airbus A321,,AA-AA 1104-20250420-BOI
2025-04-19 19:33:04.715221+00:00,AA 2868,AA,American,2025-04-20 00:45:00+00:00,2025-04-20 00:45:00+00:00,,,Unknown,,Nashville,Unknown,False,Boeing 737-800,,AA-AA 2868-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2992,AA,American,2025-04-20 00:45:00+00:00,2025-04-20 00:45:00+00:00,,,Unknown,GSP,Greenville,IsOperator,True,Airbus A320,,AA-AA 2992-20250420-GSP
2025-04-19 19:33:04.715221+00:00,UA 741,UA,United,2025-04-20 00:50:00+00:00,2025-04-20 00:50:00+00:00,E,,Unknown,,San Diego,Unknown,False,Airbus A321,,UA-UA 741-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1243,AA,American,2025-04-20 00:50:00+00:00,2025-04-20 00:50:00+00:00,,,Unknown,SAN,San Diego,Unknown,False,Airbus A321,,AA-AA 1243-20250420-SAN
2025-04-19 19:33:04.715221+00:00,AA 2998,AA,American,2025-04-20 00:50:00+00:00,2025-04-20 00:50:00+00:00,,,Unknown,LAS,Las Vegas,IsOperator,True,Airbus A321,N174US,AA-AA 2998-20250420-LAS
2025-04-19 19:33:04.715221+00:00,UA 1113,UA,United,2025-04-20 00:51:00+00:00,2025-04-20 00:51:00+00:00,E,,Expected,SFO,San Francisco,IsOperator,True,Airbus A319,,UA-UA 1113-20250420-SFO
2025-04-19 19:33:04.715221+00:00,AA 576,AA,American,2025-04-20 00:54:00+00:00,2025-04-20 00:54:00+00:00,,,Unknown,AUS,Austin,Unknown,False,Boeing 737-800,,AA-AA 576-20250420-AUS
2025-04-19 19:33:04.715221+00:00,AA 4118,AA,American,2025-04-20 00:54:00+00:00,2025-04-20 00:54:00+00:00,,,Unknown,BHM,Birmingham,Unknown,False,Embraer 175,,AA-AA 4118-20250420-BHM
2025-04-19 19:33:04.715221+00:00,AA 303,AA,American,2025-04-20 00:55:00+00:00,2025-04-20 00:55:00+00:00,,,Unknown,GEG,Spokane,Unknown,False,Airbus A320,,AA-AA 303-20250420-GEG
2025-04-19 19:33:04.715221+00:00,AA 3723,AA,American,2025-04-20 00:59:00+00:00,2025-04-20 00:59:00+00:00,,,Unknown,CUU,Chihuahua City,Unknown,False,Embraer 170,,AA-AA 3723-20250420-CUU
2025-04-19 19:33:04.715221+00:00,AA 1084,AA,American,2025-04-20 01:00:00+00:00,2025-04-20 01:00:00+00:00,,,Unknown,LAX,Los Angeles,IsOperator,True,Airbus A321,N934AA,AA-AA 1084-20250420-LAX
2025-04-19 19:33:04.715221+00:00,AA 1084,AA,American,2025-04-20 01:00:00+00:00,2025-04-20 01:00:00+00:00,,,Unknown,LAX,Los Angeles,IsOperator,True,Airbus A321,N934AA,AA-AA 1084-20250420-LAX
2025-04-19 19:33:04.715221+00:00,AA 5205,AA,American,2025-04-20 01:02:00+00:00,2025-04-20 01:02:00+00:00,,,Unknown,LIT,Little Rock,Unknown,False,Bombardier CRJ900,,AA-AA 5205-20250420-LIT
2025-04-19 19:33:04.715221+00:00,AA 1500,AA,American,2025-04-20 01:05:00+00:00,2025-04-20 01:05:00+00:00,,,Unknown,BNA,Nashville,IsOperator,True,Boeing 737-800,,AA-AA 1500-20250420-BNA
2025-04-19 19:33:04.715221+00:00,AA 4188,AA,American,2025-04-20 01:07:00+00:00,2025-04-20 01:07:00+00:00,,,Unknown,ATW,Appleton,Unknown,False,Embraer 175,,AA-AA 4188-20250420-ATW
2025-04-19 19:33:04.715221+00:00,AA 3541,AA,American,2025-04-20 01:14:00+00:00,2025-04-20 01:14:00+00:00,,,Unknown,MAF,Midland,Unknown,False,Embraer 175,,AA-AA 3541-20250420-MAF
2025-04-19 19:33:04.715221+00:00,F9 3244,F9,Frontier,2025-04-20 01:14:00+00:00,2025-04-20 01:14:00+00:00,E,,Unknown,ORD,Chicago,Unknown,False,Airbus A320,,F9-F9 3244-20250420-ORD
2025-04-19 19:33:04.715221+00:00,AA 2818,AA,American,2025-04-20 01:15:00+00:00,2025-04-20 01:15:00+00:00,,,Unknown,CLE,Cleveland,IsOperator,True,Boeing 737-800,,AA-AA 2818-20250420-CLE
2025-04-19 19:33:04.715221+00:00,AA 1036,AA,American,2025-04-20 01:17:00+00:00,2025-04-20 01:17:00+00:00,,,Unknown,MCI,Kansas City,Unknown,False,Boeing 737-800,,AA-AA 1036-20250420-MCI
2025-04-19 19:33:04.715221+00:00,AA 679,AA,American,2025-04-20 01:22:00+00:00,2025-04-20 01:22:00+00:00,,,Unknown,JAX,Jacksonville,Unknown,False,Boeing 737-800,,AA-AA 679-20250420-JAX
2025-04-19 19:33:04.715221+00:00,AA 3887,AA,American,2025-04-20 01:24:00+00:00,2025-04-20 01:24:00+00:00,,,Unknown,CMI,Champaign/Urbana,Unknown,False,Embraer 175,,AA-AA 3887-20250420-CMI
2025-04-19 19:33:04.715221+00:00,AA 1229,AA,American,2025-04-20 01:35:00+00:00,2025-04-20 01:35:00+00:00,,,Expected,CLT,Charlotte,IsOperator,True,Airbus A321,,AA-AA 1229-20250420-CLT
2025-04-19 19:33:04.715221+00:00,AA 2309,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,RNO,Reno,IsOperator,True,Boeing 737-800,,AA-AA 2309-20250420-RNO
2025-04-19 19:33:04.715221+00:00,AA 5257,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,CHA,Chattanooga,Unknown,False,Bombardier CRJ900,,AA-AA 5257-20250420-CHA
2025-04-19 19:33:04.715221+00:00,AA 5142,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Montgomery,Unknown,False,Bombardier CRJ900,,AA-AA 5142-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2394,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Sidar-Rapids,Unknown,False,Airbus A319,,AA-AA 2394-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 509,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,SMF,Sacramento,IsOperator,True,Airbus A321,,AA-AA 509-20250420-SMF
2025-04-19 19:33:04.715221+00:00,AA 398,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Columbus,Unknown,False,Boeing 737-800,,AA-AA 398-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3075,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Dallas,Unknown,False,Airbus A321,,AA-AA 3075-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1005,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Dallas,Unknown,False,Airbus A321,,AA-AA 1005-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2288,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Dallas,Unknown,False,Boeing 737-800,,AA-AA 2288-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3124,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,MFE,Mc Allen,Unknown,False,Airbus A319,,AA-AA 3124-20250420-MFE
2025-04-19 19:33:04.715221+00:00,AA 5437,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Huntsville,Unknown,False,Bombardier CRJ900,,AA-AA 5437-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 5058,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Jackson,Unknown,False,Bombardier CRJ900,,AA-AA 5058-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3840,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Monroe,Unknown,False,Embraer 175,,AA-AA 3840-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2711,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Indianapolis,Unknown,False,Boeing 737-800,,AA-AA 2711-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1010,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,STL,Saint Louis,Unknown,False,Airbus A319,,AA-AA 1010-20250420-STL
2025-04-19 19:33:04.715221+00:00,AA 3669,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,LBB,Lubbock,Unknown,False,Embraer 175,,AA-AA 3669-20250420-LBB
2025-04-19 19:33:04.715221+00:00,AA 2505,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Tampa,Unknown,False,Boeing 737-800,,AA-AA 2505-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1525,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,El Paso,Unknown,False,Airbus A321,,AA-AA 1525-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3737,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Birmingham,Unknown,False,Embraer 175,,AA-AA 3737-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4277,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Mobile,Unknown,False,Embraer 175,,AA-AA 4277-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1455,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,New Orleans,Unknown,False,Boeing 737,,AA-AA 1455-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2370,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,,Santa Ana,Unknown,False,Boeing 737-800,,AA-AA 2370-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1406,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,SAT,San Antonio,Unknown,False,Airbus A319,,AA-AA 1406-20250420-SAT
2025-04-19 19:33:04.715221+00:00,AA 1607,AA,American,2025-04-20 01:40:00+00:00,2025-04-20 01:40:00+00:00,,,Expected,ELP,El Paso,Unknown,False,Airbus A320,,AA-AA 1607-20250420-ELP
2025-04-19 19:33:04.715221+00:00,AA 2190,AA,American,2025-04-20 01:41:00+00:00,2025-04-20 01:41:00+00:00,,,Expected,BJX,Silao,Unknown,False,Boeing 737-800,,AA-AA 2190-20250420-BJX
2025-04-19 19:33:04.715221+00:00,AA 2568,AA,American,2025-04-20 01:42:00+00:00,2025-04-20 01:42:00+00:00,,,Expected,SAN,San Diego,IsOperator,True,Airbus A321,,AA-AA 2568-20250420-SAN
2025-04-19 19:33:04.715221+00:00,AA 2567,AA,American,2025-04-20 01:43:00+00:00,2025-04-20 01:43:00+00:00,,,Expected,PDX,Portland,Unknown,False,Airbus A321,,AA-AA 2567-20250420-PDX
2025-04-19 19:33:04.715221+00:00,AA 2734,AA,American,2025-04-20 01:43:00+00:00,2025-04-20 01:43:00+00:00,,,Expected,,Oklahoma City,Unknown,False,Boeing 737-800,,AA-AA 2734-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 711,AA,American,2025-04-20 01:44:00+00:00,2025-04-20 01:44:00+00:00,,,Expected,ONT,Ontario,IsOperator,True,Airbus A321,,AA-AA 711-20250420-ONT
2025-04-19 19:33:04.715221+00:00,AA 2430,AA,American,2025-04-20 01:44:00+00:00,2025-04-20 01:44:00+00:00,,,Expected,SFO,San Francisco,IsOperator,True,Airbus A321,,AA-AA 2430-20250420-SFO
2025-04-19 19:33:04.715221+00:00,AA 1314,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,AUS,Austin,IsOperator,True,Boeing 737-800,,AA-AA 1314-20250420-AUS
2025-04-19 19:33:04.715221+00:00,AA 2071,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,QRO,Querétaro,Unknown,False,Airbus A319,,AA-AA 2071-20250420-QRO
2025-04-19 19:33:04.715221+00:00,AA 2209,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,IAH,Houston,Unknown,False,Boeing 737-800,,AA-AA 2209-20250420-IAH
2025-04-19 19:33:04.715221+00:00,AA 1809,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,SEA,Seattle,IsOperator,True,Airbus A321,,AA-AA 1809-20250420-SEA
2025-04-19 19:33:04.715221+00:00,AA 2090,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,MIA,Miami,Unknown,False,Boeing 737-800,,AA-AA 2090-20250420-MIA
2025-04-19 19:33:04.715221+00:00,AA 3440,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,COU,Columbia,Unknown,False,Embraer 170,,AA-AA 3440-20250420-COU
2025-04-19 19:33:04.715221+00:00,AA 2981,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,SDF,Louisville,IsOperator,True,Airbus A319,,AA-AA 2981-20250420-SDF
2025-04-19 19:33:04.715221+00:00,AA 3053,AA,American,2025-04-20 01:45:00+00:00,2025-04-20 01:45:00+00:00,,,Expected,MKE,Milwaukee,Unknown,False,Airbus A319,,AA-AA 3053-20250420-MKE
2025-04-19 19:33:04.715221+00:00,AA 3686,AA,American,2025-04-20 01:46:00+00:00,2025-04-20 01:46:00+00:00,,,Expected,MLU,Monroe,Unknown,False,Embraer 175,,AA-AA 3686-20250420-MLU
2025-04-19 19:33:04.715221+00:00,AA 2749,AA,American,2025-04-20 01:48:00+00:00,2025-04-20 01:48:00+00:00,,,Expected,ATL,Atlanta,IsOperator,True,Airbus A321,,AA-AA 2749-20250420-ATL
2025-04-19 19:33:04.715221+00:00,AA 1081,AA,American,2025-04-20 01:49:00+00:00,2025-04-20 01:49:00+00:00,,,Expected,TYS,Knoxville,IsOperator,True,Airbus A321,,AA-AA 1081-20250420-TYS
2025-04-19 19:33:04.715221+00:00,AA 577,AA,American,2025-04-20 01:49:00+00:00,2025-04-20 01:49:00+00:00,,,Expected,DEN,Denver,Unknown,False,Airbus A321,,AA-AA 577-20250420-DEN
2025-04-19 19:33:04.715221+00:00,AA 766,AA,American,2025-04-20 01:49:00+00:00,2025-04-20 01:49:00+00:00,,,Expected,IND,Indianapolis,IsOperator,True,Boeing 737-800,,AA-AA 766-20250420-IND
2025-04-19 19:33:04.715221+00:00,AA 6536,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,E,,Expected,,Gulfport,Unknown,False,Canadair reg jet 700,,AA-AA 6536-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2709,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,,,Expected,PSP,Palm Springs,Unknown,False,Airbus A321,,AA-AA 2709-20250420-PSP
2025-04-19 19:33:04.715221+00:00,AA 485,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,,,Expected,MFE,Mc Allen,IsOperator,True,Airbus A320,,AA-AA 485-20250420-MFE
2025-04-19 19:33:04.715221+00:00,AA 4924,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,E,,Expected,DSM,Des Moines,IsOperator,True,Canadair reg jet 700,,AA-AA 4924-20250420-DSM
2025-04-19 19:33:04.715221+00:00,AA 4026,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,,,Expected,TRC,Torreón,Unknown,False,Embraer 170,,AA-AA 4026-20250420-TRC
2025-04-19 19:33:04.715221+00:00,AA 2517,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,,,Expected,AMA,Amarillo,Unknown,False,Airbus A319,,AA-AA 2517-20250420-AMA
2025-04-19 19:33:04.715221+00:00,AA 3359,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,,,Expected,ICT,Wichita,Unknown,False,Embraer 170,,AA-AA 3359-20250420-ICT
2025-04-19 19:33:04.715221+00:00,AA 6292,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,E,,Expected,,Lafayett,Unknown,False,Canadair reg jet 700,,AA-AA 6292-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4817,AA,American,2025-04-20 01:50:00+00:00,2025-04-20 01:50:00+00:00,E,,Expected,SGU,St. George,IsOperator,True,Canadair reg jet 700,,AA-AA 4817-20250420-SGU
2025-04-19 19:33:04.715221+00:00,AA 579,AA,American,2025-04-20 01:51:00+00:00,2025-04-20 01:51:00+00:00,,,Expected,,Charlotte,Unknown,False,Airbus A321,,AA-AA 579-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4917,AA,American,2025-04-20 01:51:00+00:00,2025-04-20 01:51:00+00:00,E,,Expected,SPS,Wichita Falls,IsOperator,True,Canadair reg jet 700,,AA-AA 4917-20250420-SPS
